caller_id,callee_id,source_ip,destination_ip,call_start_time,call_duration_seconds,call_type,call_status,protocol,call_quality,is_blacklisted,number_of_previous_calls,caller_location,callee_location
-423456728,-9765432018,203.0.113.11,198.51.100.119,16:03:15,18,inbound,completed,SIP,3.1,FALSE,34,Australia,India
-5556667776,-423456728,203.0.113.167,198.51.100.241,16:04:00,528,outbound,completed,SIP,4.9,FALSE,12,USA,Australia
-9765432018,-13987654235,203.0.113.82,198.51.100.75,16:05:01,322,inbound,failed,SIP,1.2,FALSE,11,India,China
-8899552120,-5556667776,203.0.113.61,198.51.100.116,16:07:41,134,outbound,completed,SIP,3.7,FALSE,10,India,USA
-13987654235,-7712345634,203.0.113.58,198.51.100.159,16:09:49,49,inbound,completed,SIP,4.8,FALSE,52,China,UK
-5551112221,-7987654277,203.0.113.25,198.51.100.61,16:11:56,41,outbound,completed,SIP,3.2,FALSE,13,USA,UK
-7896541186,-5553334443,203.0.113.155,198.51.100.150,16:14:24,89,inbound,completed,IAX2,3.9,FALSE,23,UK,USA
-13812345592,-412345617,203.0.113.151,198.51.100.169,16:15:20,347,inbound,completed,SIP,4,FALSE,42,China,Australia
-9988776564,-5551112221,203.0.113.221,198.51.100.118,16:18:16,129,inbound,failed,SIP,1.5,FALSE,10,India,USA
-13987654235,-5559876542,203.0.113.54,198.51.100.213,16:19:37,460,inbound,completed,SIP,4.6,FALSE,53,China,USA
-412345617,-5554445554,203.0.113.116,198.51.100.73,16:21:41,68,outbound,completed,IAX2,3.9,FALSE,39,Australia,USA
-13812345592,-423456728,203.0.113.187,198.51.100.178,16:23:02,486,outbound,completed,SIP,4.1,FALSE,43,China,Australia
-7744112142,-5551234566,203.0.113.191,198.51.100.19,16:24:15,298,outbound,completed,SIP,3.8,FALSE,12,India,USA
-423456728,-412345617,203.0.113.81,198.51.100.101,16:26:26,544,inbound,completed,SIP,4.6,FALSE,37,Australia,Australia
-7712345634,-9876543119,203.0.113.17,198.51.100.227,16:27:21,139,inbound,completed,SIP,3.6,FALSE,15,UK,India
-9988776564,-9876543119,203.0.113.252,198.51.100.103,16:28:53,503,inbound,completed,SIP,4,FALSE,11,India,India
-9876543119,-412345617,203.0.113.163,198.51.100.136,16:31:01,56,outbound,dropped,SIP,1.8,TRUE,24,India,Australia
-5553334443,-9012345587,203.0.113.202,198.51.100.183,16:31:33,58,outbound,dropped,SIP,2.4,TRUE,28,USA,India
-8899552120,-412345617,203.0.113.173,198.51.100.142,16:32:31,206,inbound,completed,H.323,4.8,FALSE,11,India,Australia
-423456728,-5551234566,203.0.113.219,198.51.100.13,16:35:20,152,inbound,completed,SIP,3.7,FALSE,38,Australia,USA
-9012345587,-7712345634,203.0.113.57,198.51.100.196,16:37:54,345,outbound,completed,H.323,4,FALSE,9,India,UK
-5551234566,-7654321054,203.0.113.219,198.51.100.171,16:39:58,109,inbound,failed,SIP,1.7,TRUE,28,USA,UK
-9876543119,-423456728,203.0.113.185,198.51.100.96,16:42:07,186,inbound,dropped,H.323,2.1,TRUE,25,India,Australia
-9876543119,-7896541186,203.0.113.211,198.51.100.99,16:43:50,527,outbound,completed,SIP,4.8,TRUE,26,India,UK
-5554445554,-7987654277,203.0.113.174,198.51.100.48,16:46:19,400,outbound,completed,SIP,4.6,FALSE,17,USA,UK
-5551234566,-5551112221,203.0.113.143,198.51.100.221,16:48:44,354,outbound,failed,SIP,1.8,TRUE,29,USA,USA
-7896541186,-13812345592,203.0.113.218,198.51.100.19,16:50:35,191,outbound,completed,SIP,3,FALSE,25,UK,China
-5551234566,-5551112221,203.0.113.96,198.51.100.16,16:53:16,533,inbound,failed,SIP,2.2,TRUE,30,USA,USA
-13987654235,-8899552120,203.0.113.130,198.51.100.236,16:55:49,65,outbound,dropped,SIP,1.3,FALSE,54,China,India
-9988776564,-5559876542,203.0.113.85,198.51.100.78,16:57:01,506,inbound,completed,SIP,3.9,FALSE,12,India,USA
-7712345634,-9988776564,203.0.113.71,198.51.100.111,16:59:11,108,outbound,completed,SIP,3.7,FALSE,17,UK,India
-7987654277,-5559876542,203.0.113.126,198.51.100.26,16:59:46,225,inbound,completed,IAX2,4.3,FALSE,20,UK,USA
-412345617,-13987654235,203.0.113.157,198.51.100.11,17:00:36,336,outbound,completed,IAX2,3.5,FALSE,43,Australia,China
-9123456698,-5551234566,203.0.113.105,198.51.100.225,17:02:25,515,outbound,completed,H.323,4.6,FALSE,11,India,USA
-5554445554,-9123456698,203.0.113.205,198.51.100.90,17:05:21,439,outbound,completed,SIP,3.4,FALSE,18,USA,India
-13812345592,-423456728,203.0.113.61,198.51.100.131,17:06:44,575,inbound,completed,SIP,3.1,FALSE,45,China,Australia
-7712345634,-7896541186,203.0.113.43,198.51.100.197,17:08:31,160,outbound,completed,SIP,3.3,FALSE,18,UK,UK
-13812345592,-5551234566,203.0.113.129,198.51.100.78,17:10:17,517,outbound,completed,SIP,4.6,FALSE,46,China,USA
-9765432018,-7712345634,203.0.113.84,198.51.100.39,17:12:15,320,outbound,completed,SIP,3.8,FALSE,12,India,UK
-13812345592,-13987654235,203.0.113.1,198.51.100.244,17:12:59,82,outbound,failed,SIP,2,FALSE,47,China,China
-5554445554,-7712345634,203.0.113.197,198.51.100.39,17:15:47,576,outbound,completed,SIP,4.3,FALSE,19,USA,UK
-7654321054,-423456728,203.0.113.29,198.51.100.40,17:18:46,382,inbound,completed,SIP,3.1,FALSE,23,UK,Australia
-5559876542,-7744112142,203.0.113.166,198.51.100.188,17:20:38,84,inbound,failed,SIP,1.5,FALSE,14,USA,India
-7987654277,-5554445554,203.0.113.196,198.51.100.200,17:23:03,75,inbound,failed,SIP,1.6,FALSE,21,UK,USA
-9988776564,-13987654235,203.0.113.20,198.51.100.246,17:23:39,263,outbound,completed,SIP,4.4,FALSE,14,India,China
-8123456698,-13812345592,203.0.113.155,198.51.100.39,17:24:36,131,outbound,completed,SIP,3.1,FALSE,10,India,China
-7712345634,-13987654235,203.0.113.75,198.51.100.214,17:25:49,263,outbound,completed,SIP,3.3,FALSE,21,UK,China
-5551234566,-7987654277,203.0.113.37,198.51.100.151,17:27:48,267,outbound,failed,SIP,1.4,TRUE,33,USA,UK
-13812345592,-9988776564,203.0.113.182,198.51.100.91,17:30:22,192,inbound,completed,SIP,4.6,FALSE,49,China,India
-7896541186,-13812345592,203.0.113.130,198.51.100.155,17:31:02,57,inbound,completed,SIP,3.9,FALSE,27,UK,China
-13812345592,-13987654235,203.0.113.7,198.51.100.94,17:34:02,133,inbound,completed,SIP,4,FALSE,51,China,China
-7987654277,-7654321054,203.0.113.92,198.51.100.168,17:34:54,456,inbound,dropped,H.323,1.7,FALSE,23,UK,UK
-5559876542,-7654321054,203.0.113.39,198.51.100.223,17:35:45,100,inbound,completed,SIP,4.9,FALSE,15,USA,UK
-7712345634,-5556667776,203.0.113.100,198.51.100.202,17:36:31,19,outbound,completed,SIP,4,FALSE,22,UK,USA
-5553334443,-7654321054,203.0.113.8,198.51.100.98,17:37:54,505,outbound,dropped,H.323,1.7,TRUE,29,USA,UK
-9876543119,-13987654235,203.0.113.167,198.51.100.29,17:39:24,503,outbound,failed,SIP,1.5,TRUE,27,India,China
-412345617,-9765432018,203.0.113.118,198.51.100.109,17:41:54,300,outbound,dropped,SIP,1.5,FALSE,44,Australia,India
-13812345592,-5551112221,203.0.113.42,198.51.100.178,17:42:24,302,inbound,completed,SIP,4.3,FALSE,52,China,USA
-13812345592,-9123456698,203.0.113.172,198.51.100.119,17:43:29,242,inbound,completed,SIP,4.2,FALSE,53,China,India
-7654321054,-9876543119,203.0.113.148,198.51.100.249,17:44:54,586,outbound,completed,SIP,4.8,FALSE,27,UK,India
-9876543119,-5551112221,203.0.113.8,198.51.100.1,17:47:51,197,outbound,dropped,SIP,1.4,TRUE,29,India,USA
-5554445554,-9876543119,203.0.113.104,198.51.100.174,17:49:25,193,outbound,completed,SIP,4,FALSE,21,USA,India
-7987654277,-8899552120,203.0.113.247,198.51.100.159,17:52:22,52,outbound,completed,SIP,4.9,FALSE,24,UK,India
-13987654235,-5556667776,203.0.113.247,198.51.100.129,17:54:54,281,inbound,completed,SIP,3.4,FALSE,61,China,USA
-5551234566,-13812345592,203.0.113.208,198.51.100.174,17:56:36,438,inbound,failed,SIP,1.6,TRUE,34,USA,China
-5554445554,-423456728,203.0.113.213,198.51.100.124,17:58:59,111,outbound,completed,SIP,3.7,FALSE,22,USA,Australia
-5551234566,-5556667776,203.0.113.160,198.51.100.46,18:00:51,154,outbound,completed,SIP,4.6,TRUE,35,USA,USA
-7987654277,-423456728,203.0.113.253,198.51.100.242,18:01:29,277,inbound,completed,H.323,4.1,FALSE,25,UK,Australia
-8899552120,-9876543119,203.0.113.125,198.51.100.195,18:03:33,330,outbound,completed,SIP,4.5,FALSE,14,India,India
-423456728,-7712345634,203.0.113.110,198.51.100.17,18:05:44,504,inbound,completed,H.323,4.7,FALSE,44,Australia,UK
-423456728,-13987654235,203.0.113.195,198.51.100.136,18:08:44,330,outbound,completed,SIP,3.2,FALSE,45,Australia,China
-7712345634,-9012345587,203.0.113.117,198.51.100.23,18:09:42,129,inbound,completed,SIP,3.1,FALSE,24,UK,India
-7654321054,-7896541186,203.0.113.65,198.51.100.199,18:10:15,235,inbound,completed,IAX2,4.8,FALSE,28,UK,UK
-423456728,-412345617,203.0.113.169,198.51.100.116,18:11:21,185,outbound,dropped,SIP,2,FALSE,46,Australia,Australia
-412345617,-9988776564,203.0.113.25,198.51.100.233,18:11:56,446,inbound,completed,SIP,4.3,FALSE,46,Australia,India
-7987654277,-7654321054,203.0.113.65,198.51.100.172,18:14:20,568,outbound,completed,SIP,4.4,FALSE,26,UK,UK
-13812345592,-13987654235,203.0.113.118,198.51.100.132,18:16:03,399,outbound,completed,SIP,4.8,FALSE,55,China,China
-9876543119,-13987654235,203.0.113.95,198.51.100.185,18:18:30,530,inbound,dropped,IAX2,1.3,TRUE,32,India,China
-5551234566,-9765432018,203.0.113.131,198.51.100.81,18:21:24,157,outbound,dropped,H.323,2.2,TRUE,36,USA,India
-7744112142,-13987654235,203.0.113.188,198.51.100.85,18:22:39,59,outbound,completed,SIP,4.8,FALSE,14,India,China
-8123456698,-13987654235,203.0.113.83,198.51.100.199,18:25:14,10,inbound,completed,SIP,3.9,FALSE,11,India,China
-5551112221,-7744112142,203.0.113.137,198.51.100.208,18:26:45,66,outbound,completed,SIP,3.2,FALSE,19,USA,India
-7712345634,-13987654235,203.0.113.115,198.51.100.122,18:28:48,211,outbound,completed,SIP,3.4,FALSE,25,UK,China
-423456728,-13812345592,203.0.113.252,198.51.100.129,18:29:44,588,inbound,completed,SIP,4.2,FALSE,47,Australia,China
-7987654277,-412345617,203.0.113.13,198.51.100.136,18:31:38,401,inbound,completed,SIP,4.6,FALSE,27,UK,Australia
-8899552120,-412345617,203.0.113.178,198.51.100.214,18:33:31,472,outbound,completed,SIP,3.9,FALSE,15,India,Australia
-9765432018,-9988776564,203.0.113.186,198.51.100.87,18:35:49,448,outbound,failed,SIP,1.1,FALSE,15,India,India
-412345617,-9123456698,203.0.113.29,198.51.100.123,18:37:13,540,inbound,completed,SIP,4.1,FALSE,49,Australia,India
-13812345592,-7744112142,203.0.113.207,198.51.100.75,18:39:21,491,inbound,dropped,SIP,1.5,FALSE,57,China,India
-8123456698,-7712345634,203.0.113.137,198.51.100.55,18:40:49,223,outbound,completed,SIP,3.1,FALSE,12,India,UK
-5556667776,-423456728,203.0.113.57,198.51.100.215,18:43:30,285,inbound,failed,SIP,2.3,FALSE,17,USA,Australia
-13987654235,-9765432018,203.0.113.127,198.51.100.210,18:44:45,323,outbound,completed,SIP,4.7,FALSE,68,China,India
-7654321054,-13987654235,203.0.113.243,198.51.100.229,18:47:43,582,outbound,completed,H.323,3.9,FALSE,30,UK,China
-7896541186,-5551112221,203.0.113.149,198.51.100.194,18:50:43,178,outbound,dropped,SIP,1.6,FALSE,29,UK,USA
-5554445554,-9123456698,203.0.113.59,198.51.100.1,18:51:22,265,outbound,completed,SIP,3.3,FALSE,23,USA,India
-7987654277,-13812345592,203.0.113.157,198.51.100.80,18:52:54,116,inbound,completed,SIP,3.3,FALSE,28,UK,China
-5551234566,-7744112142,203.0.113.23,198.51.100.161,18:54:04,577,inbound,failed,SIP,1.5,TRUE,37,USA,India
-13987654235,-7654321054,203.0.113.165,198.51.100.60,18:56:39,371,inbound,completed,SIP,3.2,FALSE,70,China,UK
-412345617,-423456728,203.0.113.29,198.51.100.46,18:57:28,85,inbound,failed,SIP,1.2,FALSE,50,Australia,Australia
-5554445554,-5551112221,203.0.113.82,198.51.100.9,18:59:09,362,inbound,completed,SIP,3.1,FALSE,24,USA,USA
-5551112221,-13987654235,203.0.113.13,198.51.100.139,19:01:02,216,inbound,completed,SIP,3.3,FALSE,22,USA,China
-9876543119,-13812345592,203.0.113.176,198.51.100.31,19:03:26,94,outbound,failed,SIP,2.4,TRUE,33,India,China
-423456728,-412345617,203.0.113.2,198.51.100.253,19:06:21,229,inbound,completed,IAX2,3.1,FALSE,50,Australia,Australia
-7744112142,-9988776564,203.0.113.122,198.51.100.15,19:07:25,541,inbound,failed,SIP,1.4,FALSE,18,India,India
-9876543119,-13987654235,203.0.113.124,198.51.100.41,19:08:26,546,inbound,failed,SIP,2.4,TRUE,34,India,China
-5551234566,-5556667776,203.0.113.119,198.51.100.41,19:10:38,386,inbound,completed,SIP,5,TRUE,38,USA,USA
-9876543119,-9765432018,203.0.113.183,198.51.100.130,19:12:52,179,outbound,failed,H.323,1.1,TRUE,35,India,India
-412345617,-5554445554,203.0.113.140,198.51.100.75,19:15:42,185,inbound,failed,IAX2,1.3,FALSE,52,Australia,USA
-8899552120,-9765432018,203.0.113.250,198.51.100.249,19:16:39,188,outbound,completed,IAX2,4.4,FALSE,16,India,India
-5551234566,-5551112221,203.0.113.114,198.51.100.190,19:17:25,49,outbound,dropped,SIP,2.1,TRUE,39,USA,USA
-13812345592,-13987654235,203.0.113.205,198.51.100.34,19:19:52,43,inbound,failed,SIP,2,FALSE,60,China,China
-13987654235,-5556667776,203.0.113.76,198.51.100.76,19:22:32,557,outbound,completed,SIP,4.9,FALSE,74,China,USA
-5553334443,-7744112142,203.0.113.228,198.51.100.169,19:23:13,29,outbound,completed,H.323,3.4,TRUE,30,USA,India
-7654321054,-13812345592,203.0.113.27,198.51.100.64,19:26:07,201,outbound,dropped,H.323,1.2,FALSE,32,UK,China
-423456728,-7712345634,203.0.113.229,198.51.100.228,19:27:39,214,outbound,completed,SIP,4.1,FALSE,51,Australia,UK
-9876543119,-7744112142,203.0.113.241,198.51.100.129,19:30:00,556,inbound,completed,SIP,4.7,TRUE,36,India,India
-13812345592,-5554445554,203.0.113.47,198.51.100.28,19:32:11,393,inbound,completed,SIP,3.3,FALSE,62,China,USA
-9876543119,-5559876542,203.0.113.203,198.51.100.7,19:34:06,120,outbound,dropped,SIP,2.1,TRUE,37,India,USA
-5559876542,-13812345592,203.0.113.222,198.51.100.252,19:36:55,107,inbound,completed,SIP,4.3,FALSE,17,USA,China
-5551112221,-9988776564,203.0.113.174,198.51.100.65,19:39:09,114,outbound,completed,SIP,3.1,FALSE,24,USA,India
-13812345592,-7896541186,203.0.113.106,198.51.100.26,19:41:25,441,outbound,failed,SIP,2.3,FALSE,64,China,UK
-7712345634,-13812345592,203.0.113.184,198.51.100.24,19:44:12,45,inbound,completed,SIP,3.3,FALSE,28,UK,China
-9988776564,-5559876542,203.0.113.153,198.51.100.15,19:46:44,397,outbound,completed,SIP,3.6,FALSE,20,India,USA
-8899552120,-5551234566,203.0.113.164,198.51.100.59,19:47:19,551,outbound,completed,SIP,4.8,FALSE,17,India,USA
-423456728,-13987654235,203.0.113.225,198.51.100.149,19:49:17,20,inbound,dropped,SIP,2.2,FALSE,52,Australia,China
-7987654277,-13812345592,203.0.113.132,198.51.100.208,19:50:06,155,outbound,completed,SIP,3.8,FALSE,29,UK,China
-412345617,-13987654235,203.0.113.57,198.51.100.165,19:52:51,341,outbound,completed,SIP,4.9,FALSE,53,Australia,China
-5553334443,-8899552120,203.0.113.246,198.51.100.43,19:53:30,516,outbound,completed,SIP,3.8,TRUE,31,USA,India
-13987654235,-8123456698,203.0.113.229,198.51.100.222,19:54:36,238,outbound,completed,SIP,4.4,FALSE,77,China,India
-5551234566,-8123456698,203.0.113.84,198.51.100.167,19:55:44,97,inbound,dropped,H.323,2.1,TRUE,41,USA,India
-13987654235,-13812345592,203.0.113.21,198.51.100.123,19:57:52,441,outbound,completed,SIP,4.7,FALSE,78,China,China
-5551112221,-412345617,203.0.113.247,198.51.100.163,19:59:11,377,inbound,completed,H.323,4.2,FALSE,25,USA,Australia
-5553334443,-5551234566,203.0.113.193,198.51.100.60,20:01:35,119,outbound,dropped,IAX2,2.3,TRUE,32,USA,USA
-13987654235,-412345617,203.0.113.123,198.51.100.7,20:03:20,339,inbound,completed,SIP,3.3,FALSE,79,China,Australia
-423456728,-7654321054,203.0.113.85,198.51.100.174,20:04:19,141,inbound,dropped,SIP,2.1,FALSE,53,Australia,UK
-13987654235,-13812345592,203.0.113.188,198.51.100.2,20:06:27,481,inbound,completed,SIP,4.8,FALSE,80,China,China
-412345617,-13987654235,203.0.113.194,198.51.100.173,20:08:58,320,inbound,failed,H.323,1.4,FALSE,56,Australia,China
-13812345592,-9988776564,203.0.113.202,198.51.100.216,20:10:25,15,inbound,completed,SIP,4.8,FALSE,69,China,India
-9876543119,-423456728,203.0.113.48,198.51.100.224,20:12:34,62,outbound,dropped,SIP,2.4,TRUE,38,India,Australia
-412345617,-5556667776,203.0.113.217,198.51.100.203,20:13:13,347,outbound,completed,SIP,4.1,FALSE,57,Australia,USA
-8123456698,-13987654235,203.0.113.121,198.51.100.117,20:13:52,23,inbound,completed,SIP,4.7,FALSE,15,India,China
-5554445554,-9876543119,203.0.113.77,198.51.100.214,20:15:39,323,inbound,completed,SIP,3,FALSE,27,USA,India
-13812345592,-8123456698,203.0.113.223,198.51.100.4,20:17:51,369,outbound,completed,SIP,4.1,FALSE,70,China,India
-13987654235,-5551112221,203.0.113.104,198.51.100.186,20:19:07,137,inbound,completed,SIP,4.8,FALSE,83,China,USA
-423456728,-5551112221,203.0.113.13,198.51.100.9,20:21:56,388,outbound,failed,SIP,1.4,FALSE,55,Australia,USA
-7712345634,-412345617,203.0.113.1,198.51.100.97,20:24:07,182,inbound,completed,SIP,4,FALSE,29,UK,Australia
-9765432018,-8123456698,203.0.113.191,198.51.100.239,20:26:17,235,outbound,completed,SIP,4.6,FALSE,19,India,India
-423456728,-13812345592,203.0.113.38,198.51.100.9,20:26:50,176,inbound,completed,SIP,5,FALSE,56,Australia,China
-5553334443,-5559876542,203.0.113.36,198.51.100.83,20:29:13,273,inbound,dropped,H.323,2.1,TRUE,33,USA,USA
-423456728,-412345617,203.0.113.110,198.51.100.35,20:32:07,397,inbound,completed,SIP,4.3,FALSE,57,Australia,Australia
-8899552120,-5553334443,203.0.113.60,198.51.100.125,20:34:38,435,inbound,completed,SIP,3.1,FALSE,19,India,USA
-423456728,-412345617,203.0.113.229,198.51.100.33,20:37:04,31,inbound,completed,SIP,3.1,FALSE,58,Australia,Australia
-13987654235,-7712345634,203.0.113.102,198.51.100.177,20:39:51,410,inbound,completed,SIP,4.5,FALSE,84,China,UK
-13987654235,-13812345592,203.0.113.5,198.51.100.8,20:42:42,132,outbound,completed,SIP,3.9,FALSE,85,China,China
-13812345592,-13987654235,203.0.113.236,198.51.100.160,20:43:55,599,outbound,completed,SIP,3.3,FALSE,73,China,China
-7712345634,-7744112142,203.0.113.39,198.51.100.112,20:44:54,390,inbound,completed,SIP,5,FALSE,31,UK,India
-13812345592,-423456728,203.0.113.133,198.51.100.5,20:47:42,135,outbound,completed,SIP,4,FALSE,74,China,Australia
-5551234566,-9123456698,203.0.113.95,198.51.100.206,20:49:05,129,outbound,dropped,SIP,1.5,TRUE,43,USA,India
-8899552120,-412345617,203.0.113.141,198.51.100.221,20:50:48,572,outbound,completed,SIP,4.1,FALSE,20,India,Australia
-13812345592,-7896541186,203.0.113.175,198.51.100.244,20:51:44,560,outbound,completed,SIP,4.3,FALSE,75,China,UK
-5551112221,-423456728,203.0.113.243,198.51.100.141,20:52:19,187,inbound,completed,SIP,3.6,FALSE,28,USA,Australia
-9123456698,-13987654235,203.0.113.238,198.51.100.66,20:54:30,222,outbound,completed,H.323,5,FALSE,17,India,China
-423456728,-412345617,203.0.113.217,198.51.100.48,20:56:51,375,outbound,completed,SIP,4.3,FALSE,61,Australia,Australia
-8123456698,-7896541186,203.0.113.193,198.51.100.127,20:59:44,405,inbound,failed,SIP,1.4,FALSE,18,India,UK
-423456728,-5553334443,203.0.113.68,198.51.100.15,21:00:34,135,outbound,completed,IAX2,4.9,FALSE,62,Australia,USA
-5551234566,-7712345634,203.0.113.31,198.51.100.19,21:03:33,298,outbound,dropped,SIP,1.9,TRUE,44,USA,UK
-412345617,-5553334443,203.0.113.156,198.51.100.214,21:06:09,350,outbound,completed,SIP,4.1,FALSE,63,Australia,USA
-13812345592,-5559876542,203.0.113.74,198.51.100.208,21:08:17,490,inbound,completed,SIP,3.2,FALSE,76,China,USA
-9876543119,-9012345587,203.0.113.112,198.51.100.202,21:10:40,21,outbound,failed,SIP,1.5,TRUE,40,India,India
-7654321054,-5553334443,203.0.113.101,198.51.100.127,21:13:08,480,inbound,completed,SIP,4.3,FALSE,34,UK,USA
-13812345592,-5551112221,203.0.113.102,198.51.100.48,21:15:01,587,inbound,completed,SIP,4.2,FALSE,77,China,USA
-13812345592,-7896541186,203.0.113.139,198.51.100.11,21:16:17,63,outbound,completed,IAX2,3.8,FALSE,78,China,UK
-13987654235,-13812345592,203.0.113.113,198.51.100.213,21:17:38,242,outbound,completed,SIP,3.7,FALSE,88,China,China
-412345617,-423456728,203.0.113.147,198.51.100.221,21:19:04,271,inbound,completed,SIP,4.5,FALSE,64,Australia,Australia
-13987654235,-7744112142,203.0.113.130,198.51.100.213,21:19:46,390,inbound,failed,SIP,1.8,FALSE,89,China,India
-13812345592,-5559876542,203.0.113.135,198.51.100.162,21:20:35,339,inbound,completed,IAX2,3.5,FALSE,80,China,USA
-5553334443,-13987654235,203.0.113.106,198.51.100.44,21:21:38,286,inbound,failed,SIP,1.8,TRUE,38,USA,China
-7654321054,-13812345592,203.0.113.83,198.51.100.44,21:23:33,390,outbound,completed,SIP,3.1,FALSE,35,UK,China
-13987654235,-5554445554,203.0.113.96,198.51.100.68,21:24:50,573,inbound,completed,SIP,3.5,FALSE,91,China,USA
-13812345592,-5559876542,203.0.113.58,198.51.100.148,21:27:00,554,inbound,completed,SIP,3.1,FALSE,82,China,USA
-9876543119,-7987654277,203.0.113.175,198.51.100.87,21:29:25,403,outbound,dropped,SIP,2.3,TRUE,41,India,UK
-13987654235,-8899552120,203.0.113.228,198.51.100.29,21:31:59,87,inbound,completed,SIP,3.8,FALSE,92,China,India
-13987654235,-5554445554,203.0.113.139,198.51.100.44,21:32:41,190,inbound,completed,H.323,4.5,FALSE,93,China,USA
-13812345592,-412345617,203.0.113.59,198.51.100.211,21:33:16,121,outbound,completed,SIP,3.5,FALSE,83,China,Australia
-7712345634,-13812345592,203.0.113.12,198.51.100.9,21:34:41,414,inbound,failed,H.323,2.5,FALSE,33,UK,China
-7654321054,-13987654235,203.0.113.183,198.51.100.113,21:37:35,357,inbound,failed,IAX2,1.4,FALSE,36,UK,China
-5551234566,-13987654235,203.0.113.180,198.51.100.67,21:38:31,81,inbound,failed,SIP,1.4,TRUE,45,USA,China
-412345617,-7896541186,203.0.113.45,198.51.100.19,21:39:50,218,outbound,completed,SIP,4.9,FALSE,66,Australia,UK
-423456728,-13812345592,203.0.113.120,198.51.100.138,21:42:23,398,inbound,completed,SIP,4.2,FALSE,64,Australia,China
-13987654235,-5556667776,203.0.113.205,198.51.100.235,21:45:06,132,outbound,completed,SIP,4.3,FALSE,96,China,USA
-7654321054,-5551112221,203.0.113.22,198.51.100.24,21:47:17,403,inbound,completed,SIP,3,FALSE,37,UK,USA
-9876543119,-5554445554,203.0.113.229,198.51.100.177,21:48:28,600,outbound,completed,SIP,4.3,TRUE,42,India,USA
-412345617,-423456728,203.0.113.128,198.51.100.189,21:49:33,228,inbound,failed,SIP,1.3,FALSE,67,Australia,Australia
-7987654277,-9012345587,203.0.113.242,198.51.100.124,21:52:03,164,inbound,dropped,SIP,1.3,FALSE,31,UK,India
-5556667776,-9123456698,203.0.113.147,198.51.100.188,21:54:19,180,outbound,completed,SIP,4.5,FALSE,22,USA,India
-5556667776,-8123456698,203.0.113.134,198.51.100.17,21:56:21,310,inbound,dropped,SIP,2,FALSE,23,USA,India
-13987654235,-412345617,203.0.113.90,198.51.100.120,21:58:48,251,outbound,completed,SIP,5,FALSE,97,China,Australia
-8123456698,-5554445554,203.0.113.67,198.51.100.67,22:00:48,567,inbound,completed,IAX2,4.6,FALSE,20,India,USA
-8899552120,-423456728,203.0.113.230,198.51.100.213,22:02:04,487,outbound,completed,SIP,3.4,FALSE,22,India,Australia
-9876543119,-5551112221,203.0.113.99,198.51.100.235,22:04:23,386,outbound,failed,SIP,2.5,TRUE,43,India,USA
-5554445554,-8123456698,203.0.113.57,198.51.100.177,22:05:04,317,outbound,dropped,SIP,1.4,FALSE,32,USA,India
-9876543119,-412345617,203.0.113.80,198.51.100.173,22:06:54,507,inbound,dropped,SIP,2.1,TRUE,44,India,Australia
-9876543119,-8123456698,203.0.113.237,198.51.100.198,22:08:57,89,outbound,failed,IAX2,1.3,TRUE,45,India,India
-9876543119,-5553334443,203.0.113.225,198.51.100.194,22:11:16,97,outbound,dropped,SIP,1.9,TRUE,46,India,USA
-5553334443,-7654321054,203.0.113.61,198.51.100.62,22:11:48,590,outbound,failed,H.323,1.5,TRUE,40,USA,UK
-5551234566,-7896541186,203.0.113.48,198.51.100.110,22:14:06,402,inbound,failed,H.323,1.5,TRUE,46,USA,UK
-412345617,-7654321054,203.0.113.254,198.51.100.49,22:15:21,429,inbound,completed,SIP,3.3,FALSE,70,Australia,UK
-9876543119,-5554445554,203.0.113.209,198.51.100.187,22:16:26,584,inbound,dropped,SIP,2.4,TRUE,47,India,USA
-5554445554,-7712345634,203.0.113.37,198.51.100.186,22:18:57,98,outbound,completed,SIP,3,FALSE,34,USA,UK
-9988776564,-7987654277,203.0.113.73,198.51.100.160,22:21:07,521,outbound,dropped,SIP,1.2,FALSE,22,India,UK
-7744112142,-5553334443,203.0.113.84,198.51.100.115,22:22:41,116,outbound,completed,SIP,4.2,FALSE,23,India,USA
-13812345592,-13987654235,203.0.113.49,198.51.100.165,22:25:28,332,outbound,completed,SIP,3.5,FALSE,86,China,China
-423456728,-5556667776,203.0.113.74,198.51.100.129,22:26:13,588,outbound,completed,H.323,4.3,FALSE,67,Australia,USA
-13987654235,-9988776564,203.0.113.100,198.51.100.195,22:27:59,65,outbound,completed,IAX2,3.1,FALSE,99,China,India
-13812345592,-7987654277,203.0.113.250,198.51.100.127,22:28:54,583,outbound,completed,IAX2,4.4,FALSE,87,China,UK
-9765432018,-7654321054,203.0.113.82,198.51.100.137,22:31:36,109,outbound,completed,SIP,4.5,FALSE,20,India,UK
-13812345592,-423456728,203.0.113.215,198.51.100.82,22:34:10,255,outbound,completed,SIP,4.7,FALSE,88,China,Australia
-423456728,-5559876542,203.0.113.107,198.51.100.183,22:35:43,488,outbound,completed,SIP,4.7,FALSE,69,Australia,USA
-9876543119,-5554445554,203.0.113.227,198.51.100.180,22:37:52,529,inbound,dropped,H.323,1.3,TRUE,48,India,USA
-412345617,-13812345592,203.0.113.191,198.51.100.128,22:39:02,440,inbound,completed,H.323,3.8,FALSE,71,Australia,China
