caller_id,callee_id,source_ip,destination_ip,call_start_time,call_duration_seconds,call_type,call_status,protocol,call_quality,is_blacklisted,number_of_previous_calls,caller_location,callee_location
+1-5556667777,+44-7896541230,203.0.113.222,198.51.100.112,2025-08-20 15:14:03,16,inbound,dropped,SIP,1.7,False,11,USA,UK
+86-13812345678,+91-9123456789,203.0.113.96,198.51.100.37,2025-08-20 15:15:51,218,inbound,completed,SIP,4.4,False,38,China,India
+91-9876543210,+61-423456789,203.0.113.180,198.51.100.53,2025-08-20 15:18:34,269,inbound,failed,H.323,2.0,True,18,India,Australia
+44-7654321098,+44-7896541230,203.0.113.68,198.51.100.44,2025-08-20 15:19:54,245,inbound,completed,SIP,4.5,False,19,UK,UK
+1-5553334444,+61-423456789,203.0.113.146,198.51.100.95,2025-08-20 15:21:20,552,inbound,failed,SIP,1.3,True,25,USA,Australia
+86-13812345678,+44-7654321098,203.0.113.94,198.51.100.227,2025-08-20 15:22:42,483,inbound,completed,IAX2,3.5,False,39,China,UK
+86-13987654321,+91-8899552211,203.0.113.109,198.51.100.251,2025-08-20 15:25:19,332,inbound,dropped,SIP,1.6,False,45,China,India
+61-423456789,+91-7744112233,203.0.113.3,198.51.100.91,2025-08-20 15:27:25,184,inbound,completed,IAX2,3.8,False,31,Australia,India
+61-412345678,+86-13812345678,203.0.113.65,198.51.100.91,2025-08-20 15:28:24,551,outbound,completed,SIP,4.0,False,34,Australia,China
+44-7654321098,+44-7987654321,203.0.113.91,198.51.100.198,2025-08-20 15:30:24,359,inbound,completed,H.323,4.7,False,21,UK,UK
+44-7712345678,+91-9876543210,203.0.113.231,198.51.100.94,2025-08-20 15:31:41,50,inbound,completed,SIP,3.7,False,11,UK,India
+44-7896541230,+86-13987654321,203.0.113.239,198.51.100.203,2025-08-20 15:34:28,420,inbound,completed,IAX2,4.1,False,22,UK,China
+1-5554445555,+91-9123456789,203.0.113.248,198.51.100.178,2025-08-20 15:36:21,404,outbound,completed,IAX2,4.7,False,12,USA,India
+44-7712345678,+91-9012345678,203.0.113.30,198.51.100.41,2025-08-20 15:37:58,550,outbound,completed,SIP,3.3,False,12,UK,India
+91-9012345678,+61-412345678,203.0.113.27,198.51.100.63,2025-08-20 15:39:57,181,outbound,completed,IAX2,4.5,False,7,India,Australia
+1-5551234567,+86-13987654321,203.0.113.151,198.51.100.249,2025-08-20 15:42:07,11,inbound,dropped,IAX2,2.2,True,24,USA,China
+91-9876543210,+1-5551234567,203.0.113.82,198.51.100.38,2025-08-20 15:44:09,594,outbound,completed,SIP,3.8,True,20,India,USA
+61-423456789,+1-5553334444,203.0.113.148,198.51.100.124,2025-08-20 15:46:01,40,inbound,completed,SIP,4.7,False,32,Australia,USA
+44-7712345678,+86-13987654321,203.0.113.130,198.51.100.219,2025-08-20 15:48:17,565,inbound,completed,H.323,4.0,False,13,UK,China
+91-8899552211,+91-8123456789,203.0.113.124,198.51.100.184,2025-08-20 15:49:23,204,inbound,completed,SIP,4.7,False,9,India,India
+91-9876543210,+61-423456789,203.0.113.102,198.51.100.238,2025-08-20 15:51:04,71,outbound,completed,SIP,3.0,True,21,India,Australia
+86-13987654321,+1-5554445555,203.0.113.132,198.51.100.101,2025-08-20 15:52:24,497,inbound,failed,IAX2,1.1,False,49,China,USA
+1-5554445555,+61-412345678,203.0.113.86,198.51.100.166,2025-08-20 15:53:58,329,outbound,completed,SIP,3.5,False,14,USA,Australia
+91-8123456789,+86-13812345678,203.0.113.232,198.51.100.189,2025-08-20 15:55:32,62,inbound,completed,SIP,4.5,False,9,India,China
+1-5554445555,+86-13987654321,203.0.113.64,198.51.100.62,2025-08-20 15:57:55,420,outbound,completed,SIP,4.6,False,15,USA,China
+1-5559876543,+61-412345678,203.0.113.233,198.51.100.99,2025-08-20 16:00:24,212,outbound,completed,SIP,3.8,False,10,USA,Australia
+61-423456789,+91-9765432109,203.0.113.11,198.51.100.119,2025-08-20 16:03:15,18,inbound,completed,SIP,3.1,False,34,Australia,India
+1-5556667777,+61-423456789,203.0.113.167,198.51.100.241,2025-08-20 16:04:00,528,outbound,completed,SIP,4.9,False,12,USA,Australia
+91-9765432109,+86-13987654321,203.0.113.82,198.51.100.75,2025-08-20 16:05:01,322,inbound,failed,SIP,1.2,False,11,India,China
+91-8899552211,+1-5556667777,203.0.113.61,198.51.100.116,2025-08-20 16:07:41,134,outbound,completed,SIP,3.7,False,10,India,USA
+86-13987654321,+44-7712345678,203.0.113.58,198.51.100.159,2025-08-20 16:09:49,49,inbound,completed,SIP,4.8,False,52,China,UK
+1-5551112222,+44-7987654321,203.0.113.25,198.51.100.61,2025-08-20 16:11:56,41,outbound,completed,SIP,3.2,False,13,USA,UK
+44-7896541230,+1-5553334444,203.0.113.155,198.51.100.150,2025-08-20 16:14:24,89,inbound,completed,IAX2,3.9,False,23,UK,USA
+86-13812345678,+61-412345678,203.0.113.151,198.51.100.169,2025-08-20 16:15:20,347,inbound,completed,SIP,4.0,False,42,China,Australia
+91-9988776655,+1-5551112222,203.0.113.221,198.51.100.118,2025-08-20 16:18:16,129,inbound,failed,SIP,1.5,False,10,India,USA
+86-13987654321,+1-5559876543,203.0.113.54,198.51.100.213,2025-08-20 16:19:37,460,inbound,completed,SIP,4.6,False,53,China,USA
+61-412345678,+1-5554445555,203.0.113.116,198.51.100.73,2025-08-20 16:21:41,68,outbound,completed,IAX2,3.9,False,39,Australia,USA
+86-13812345678,+61-423456789,203.0.113.187,198.51.100.178,2025-08-20 16:23:02,486,outbound,completed,SIP,4.1,False,43,China,Australia
+91-7744112233,+1-5551234567,203.0.113.191,198.51.100.19,2025-08-20 16:24:15,298,outbound,completed,SIP,3.8,False,12,India,USA
+61-423456789,+61-412345678,203.0.113.81,198.51.100.101,2025-08-20 16:26:26,544,inbound,completed,SIP,4.6,False,37,Australia,Australia
+44-7712345678,+91-9876543210,203.0.113.17,198.51.100.227,2025-08-20 16:27:21,139,inbound,completed,SIP,3.6,False,15,UK,India
+91-9988776655,+91-9876543210,203.0.113.252,198.51.100.103,2025-08-20 16:28:53,503,inbound,completed,SIP,4.0,False,11,India,India
+91-9876543210,+61-412345678,203.0.113.163,198.51.100.136,2025-08-20 16:31:01,56,outbound,dropped,SIP,1.8,True,24,India,Australia
+1-5553334444,+91-9012345678,203.0.113.202,198.51.100.183,2025-08-20 16:31:33,58,outbound,dropped,SIP,2.4,True,28,USA,India
+91-8899552211,+61-412345678,203.0.113.173,198.51.100.142,2025-08-20 16:32:31,206,inbound,completed,H.323,4.8,False,11,India,Australia
+61-423456789,+1-5551234567,203.0.113.219,198.51.100.13,2025-08-20 16:35:20,152,inbound,completed,SIP,3.7,False,38,Australia,USA
+91-9012345678,+44-7712345678,203.0.113.57,198.51.100.196,2025-08-20 16:37:54,345,outbound,completed,H.323,4.0,False,9,India,UK
+1-5551234567,+44-7654321098,203.0.113.219,198.51.100.171,2025-08-20 16:39:58,109,inbound,failed,SIP,1.7,True,28,USA,UK
+91-9876543210,+61-423456789,203.0.113.185,198.51.100.96,2025-08-20 16:42:07,186,inbound,dropped,H.323,2.1,True,25,India,Australia
+91-9876543210,+44-7896541230,203.0.113.211,198.51.100.99,2025-08-20 16:43:50,527,outbound,completed,SIP,4.8,True,26,India,UK
+1-5554445555,+44-7987654321,203.0.113.174,198.51.100.48,2025-08-20 16:46:19,400,outbound,completed,SIP,4.6,False,17,USA,UK
+1-5551234567,+1-5551112222,203.0.113.143,198.51.100.221,2025-08-20 16:48:44,354,outbound,failed,SIP,1.8,True,29,USA,USA
+44-7896541230,+86-13812345678,203.0.113.218,198.51.100.19,2025-08-20 16:50:35,191,outbound,completed,SIP,3.0,False,25,UK,China
+1-5551234567,+1-5551112222,203.0.113.96,198.51.100.16,2025-08-20 16:53:16,533,inbound,failed,SIP,2.2,True,30,USA,USA
+86-13987654321,+91-8899552211,203.0.113.130,198.51.100.236,2025-08-20 16:55:49,65,outbound,dropped,SIP,1.3,False,54,China,India
+91-9988776655,+1-5559876543,203.0.113.85,198.51.100.78,2025-08-20 16:57:01,506,inbound,completed,SIP,3.9,False,12,India,USA
+44-7712345678,+91-9988776655,203.0.113.71,198.51.100.111,2025-08-20 16:59:11,108,outbound,completed,SIP,3.7,False,17,UK,India
+44-7987654321,+1-5559876543,203.0.113.126,198.51.100.26,2025-08-20 16:59:46,225,inbound,completed,IAX2,4.3,False,20,UK,USA
+61-412345678,+86-13987654321,203.0.113.157,198.51.100.11,2025-08-20 17:00:36,336,outbound,completed,IAX2,3.5,False,43,Australia,China
+91-9123456789,+1-5551234567,203.0.113.105,198.51.100.225,2025-08-20 17:02:25,515,outbound,completed,H.323,4.6,False,11,India,USA
+1-5554445555,+91-9123456789,203.0.113.205,198.51.100.90,2025-08-20 17:05:21,439,outbound,completed,SIP,3.4,False,18,USA,India
+86-13812345678,+61-423456789,203.0.113.61,198.51.100.131,2025-08-20 17:06:44,575,inbound,completed,SIP,3.1,False,45,China,Australia
+44-7712345678,+44-7896541230,203.0.113.43,198.51.100.197,2025-08-20 17:08:31,160,outbound,completed,SIP,3.3,False,18,UK,UK
+86-13812345678,+1-5551234567,203.0.113.129,198.51.100.78,2025-08-20 17:10:17,517,outbound,completed,SIP,4.6,False,46,China,USA
+91-9765432109,+44-7712345678,203.0.113.84,198.51.100.39,2025-08-20 17:12:15,320,outbound,completed,SIP,3.8,False,12,India,UK
+86-13812345678,+86-13987654321,203.0.113.1,198.51.100.244,2025-08-20 17:12:59,82,outbound,failed,SIP,2.0,False,47,China,China
+1-5554445555,+44-7712345678,203.0.113.197,198.51.100.39,2025-08-20 17:15:47,576,outbound,completed,SIP,4.3,False,19,USA,UK
+44-7654321098,+61-423456789,203.0.113.29,198.51.100.40,2025-08-20 17:18:46,382,inbound,completed,SIP,3.1,False,23,UK,Australia
+1-5559876543,+91-7744112233,203.0.113.166,198.51.100.188,2025-08-20 17:20:38,84,inbound,failed,SIP,1.5,False,14,USA,India
+44-7987654321,+1-5554445555,203.0.113.196,198.51.100.200,2025-08-20 17:23:03,75,inbound,failed,SIP,1.6,False,21,UK,USA
+91-9988776655,+86-13987654321,203.0.113.20,198.51.100.246,2025-08-20 17:23:39,263,outbound,completed,SIP,4.4,False,14,India,China
+91-8123456789,+86-13812345678,203.0.113.155,198.51.100.39,2025-08-20 17:24:36,131,outbound,completed,SIP,3.1,False,10,India,China
+44-7712345678,+86-13987654321,203.0.113.75,198.51.100.214,2025-08-20 17:25:49,263,outbound,completed,SIP,3.3,False,21,UK,China
+1-5551234567,+44-7987654321,203.0.113.37,198.51.100.151,2025-08-20 17:27:48,267,outbound,failed,SIP,1.4,True,33,USA,UK
+86-13812345678,+91-9988776655,203.0.113.182,198.51.100.91,2025-08-20 17:30:22,192,inbound,completed,SIP,4.6,False,49,China,India
+44-7896541230,+86-13812345678,203.0.113.130,198.51.100.155,2025-08-20 17:31:02,57,inbound,completed,SIP,3.9,False,27,UK,China
+86-13812345678,+86-13987654321,203.0.113.7,198.51.100.94,2025-08-20 17:34:02,133,inbound,completed,SIP,4.0,False,51,China,China
+44-7987654321,+44-7654321098,203.0.113.92,198.51.100.168,2025-08-20 17:34:54,456,inbound,dropped,H.323,1.7,False,23,UK,UK
+1-5559876543,+44-7654321098,203.0.113.39,198.51.100.223,2025-08-20 17:35:45,100,inbound,completed,SIP,4.9,False,15,USA,UK
+44-7712345678,+1-5556667777,203.0.113.100,198.51.100.202,2025-08-20 17:36:31,19,outbound,completed,SIP,4.0,False,22,UK,USA
+1-5553334444,+44-7654321098,203.0.113.8,198.51.100.98,2025-08-20 17:37:54,505,outbound,dropped,H.323,1.7,True,29,USA,UK
+91-9876543210,+86-13987654321,203.0.113.167,198.51.100.29,2025-08-20 17:39:24,503,outbound,failed,SIP,1.5,True,27,India,China
+61-412345678,+91-9765432109,203.0.113.118,198.51.100.109,2025-08-20 17:41:54,300,outbound,dropped,SIP,1.5,False,44,Australia,India
+86-13812345678,+1-5551112222,203.0.113.42,198.51.100.178,2025-08-20 17:42:24,302,inbound,completed,SIP,4.3,False,52,China,USA
+86-13812345678,+91-9123456789,203.0.113.172,198.51.100.119,2025-08-20 17:43:29,242,inbound,completed,SIP,4.2,False,53,China,India
+44-7654321098,+91-9876543210,203.0.113.148,198.51.100.249,2025-08-20 17:44:54,586,outbound,completed,SIP,4.8,False,27,UK,India
+91-9876543210,+1-5551112222,203.0.113.8,198.51.100.1,2025-08-20 17:47:51,197,outbound,dropped,SIP,1.4,True,29,India,USA
+1-5554445555,+91-9876543210,203.0.113.104,198.51.100.174,2025-08-20 17:49:25,193,outbound,completed,SIP,4.0,False,21,USA,India
+44-7987654321,+91-8899552211,203.0.113.247,198.51.100.159,2025-08-20 17:52:22,52,outbound,completed,SIP,4.9,False,24,UK,India
+86-13987654321,+1-5556667777,203.0.113.247,198.51.100.129,2025-08-20 17:54:54,281,inbound,completed,SIP,3.4,False,61,China,USA
+1-5551234567,+86-13812345678,203.0.113.208,198.51.100.174,2025-08-20 17:56:36,438,inbound,failed,SIP,1.6,True,34,USA,China
+1-5554445555,+61-423456789,203.0.113.213,198.51.100.124,2025-08-20 17:58:59,111,outbound,completed,SIP,3.7,False,22,USA,Australia
+1-5551234567,+1-5556667777,203.0.113.160,198.51.100.46,2025-08-20 18:00:51,154,outbound,completed,SIP,4.6,True,35,USA,USA
+44-7987654321,+61-423456789,203.0.113.253,198.51.100.242,2025-08-20 18:01:29,277,inbound,completed,H.323,4.1,False,25,UK,Australia
+91-8899552211,+91-9876543210,203.0.113.125,198.51.100.195,2025-08-20 18:03:33,330,outbound,completed,SIP,4.5,False,14,India,India
+61-423456789,+44-7712345678,203.0.113.110,198.51.100.17,2025-08-20 18:05:44,504,inbound,completed,H.323,4.7,False,44,Australia,UK
+61-423456789,+86-13987654321,203.0.113.195,198.51.100.136,2025-08-20 18:08:44,330,outbound,completed,SIP,3.2,False,45,Australia,China
+44-7712345678,+91-9012345678,203.0.113.117,198.51.100.23,2025-08-20 18:09:42,129,inbound,completed,SIP,3.1,False,24,UK,India
+44-7654321098,+44-7896541230,203.0.113.65,198.51.100.199,2025-08-20 18:10:15,235,inbound,completed,IAX2,4.8,False,28,UK,UK
+61-423456789,+61-412345678,203.0.113.169,198.51.100.116,2025-08-20 18:11:21,185,outbound,dropped,SIP,2.0,False,46,Australia,Australia
+61-412345678,+91-9988776655,203.0.113.25,198.51.100.233,2025-08-20 18:11:56,446,inbound,completed,SIP,4.3,False,46,Australia,India
+44-7987654321,+44-7654321098,203.0.113.65,198.51.100.172,2025-08-20 18:14:20,568,outbound,completed,SIP,4.4,False,26,UK,UK
+86-13812345678,+86-13987654321,203.0.113.118,198.51.100.132,2025-08-20 18:16:03,399,outbound,completed,SIP,4.8,False,55,China,China
+91-9876543210,+86-13987654321,203.0.113.95,198.51.100.185,2025-08-20 18:18:30,530,inbound,dropped,IAX2,1.3,True,32,India,China
+1-5551234567,+91-9765432109,203.0.113.131,198.51.100.81,2025-08-20 18:21:24,157,outbound,dropped,H.323,2.2,True,36,USA,India
+91-7744112233,+86-13987654321,203.0.113.188,198.51.100.85,2025-08-20 18:22:39,59,outbound,completed,SIP,4.8,False,14,India,China
+91-8123456789,+86-13987654321,203.0.113.83,198.51.100.199,2025-08-20 18:25:14,10,inbound,completed,SIP,3.9,False,11,India,China
+1-5551112222,+91-7744112233,203.0.113.137,198.51.100.208,2025-08-20 18:26:45,66,outbound,completed,SIP,3.2,False,19,USA,India
+44-7712345678,+86-13987654321,203.0.113.115,198.51.100.122,2025-08-20 18:28:48,211,outbound,completed,SIP,3.4,False,25,UK,China
+61-423456789,+86-13812345678,203.0.113.252,198.51.100.129,2025-08-20 18:29:44,588,inbound,completed,SIP,4.2,False,47,Australia,China
+44-7987654321,+61-412345678,203.0.113.13,198.51.100.136,2025-08-20 18:31:38,401,inbound,completed,SIP,4.6,False,27,UK,Australia
+91-8899552211,+61-412345678,203.0.113.178,198.51.100.214,2025-08-20 18:33:31,472,outbound,completed,SIP,3.9,False,15,India,Australia
+91-9765432109,+91-9988776655,203.0.113.186,198.51.100.87,2025-08-20 18:35:49,448,outbound,failed,SIP,1.1,False,15,India,India
+61-412345678,+91-9123456789,203.0.113.29,198.51.100.123,2025-08-20 18:37:13,540,inbound,completed,SIP,4.1,False,49,Australia,India
+86-13812345678,+91-7744112233,203.0.113.207,198.51.100.75,2025-08-20 18:39:21,491,inbound,dropped,SIP,1.5,False,57,China,India
+91-8123456789,+44-7712345678,203.0.113.137,198.51.100.55,2025-08-20 18:40:49,223,outbound,completed,SIP,3.1,False,12,India,UK
+1-5556667777,+61-423456789,203.0.113.57,198.51.100.215,2025-08-20 18:43:30,285,inbound,failed,SIP,2.3,False,17,USA,Australia
+86-13987654321,+91-9765432109,203.0.113.127,198.51.100.210,2025-08-20 18:44:45,323,outbound,completed,SIP,4.7,False,68,China,India
+44-7654321098,+86-13987654321,203.0.113.243,198.51.100.229,2025-08-20 18:47:43,582,outbound,completed,H.323,3.9,False,30,UK,China
+44-7896541230,+1-5551112222,203.0.113.149,198.51.100.194,2025-08-20 18:50:43,178,outbound,dropped,SIP,1.6,False,29,UK,USA
+1-5554445555,+91-9123456789,203.0.113.59,198.51.100.1,2025-08-20 18:51:22,265,outbound,completed,SIP,3.3,False,23,USA,India
+44-7987654321,+86-13812345678,203.0.113.157,198.51.100.80,2025-08-20 18:52:54,116,inbound,completed,SIP,3.3,False,28,UK,China
+1-5551234567,+91-7744112233,203.0.113.23,198.51.100.161,2025-08-20 18:54:04,577,inbound,failed,SIP,1.5,True,37,USA,India
+86-13987654321,+44-7654321098,203.0.113.165,198.51.100.60,2025-08-20 18:56:39,371,inbound,completed,SIP,3.2,False,70,China,UK
+61-412345678,+61-423456789,203.0.113.29,198.51.100.46,2025-08-20 18:57:28,85,inbound,failed,SIP,1.2,False,50,Australia,Australia
+1-5554445555,+1-5551112222,203.0.113.82,198.51.100.9,2025-08-20 18:59:09,362,inbound,completed,SIP,3.1,False,24,USA,USA
+1-5551112222,+86-13987654321,203.0.113.13,198.51.100.139,2025-08-20 19:01:02,216,inbound,completed,SIP,3.3,False,22,USA,China
+91-9876543210,+86-13812345678,203.0.113.176,198.51.100.31,2025-08-20 19:03:26,94,outbound,failed,SIP,2.4,True,33,India,China
+61-423456789,+61-412345678,203.0.113.2,198.51.100.253,2025-08-20 19:06:21,229,inbound,completed,IAX2,3.1,False,50,Australia,Australia
+91-7744112233,+91-9988776655,203.0.113.122,198.51.100.15,2025-08-20 19:07:25,541,inbound,failed,SIP,1.4,False,18,India,India
+91-9876543210,+86-13987654321,203.0.113.124,198.51.100.41,2025-08-20 19:08:26,546,inbound,failed,SIP,2.4,True,34,India,China
+1-5551234567,+1-5556667777,203.0.113.119,198.51.100.41,2025-08-20 19:10:38,386,inbound,completed,SIP,5.0,True,38,USA,USA
+91-9876543210,+91-9765432109,203.0.113.183,198.51.100.130,2025-08-20 19:12:52,179,outbound,failed,H.323,1.1,True,35,India,India
+61-412345678,+1-5554445555,203.0.113.140,198.51.100.75,2025-08-20 19:15:42,185,inbound,failed,IAX2,1.3,False,52,Australia,USA
+91-8899552211,+91-9765432109,203.0.113.250,198.51.100.249,2025-08-20 19:16:39,188,outbound,completed,IAX2,4.4,False,16,India,India
+1-5551234567,+1-5551112222,203.0.113.114,198.51.100.190,2025-08-20 19:17:25,49,outbound,dropped,SIP,2.1,True,39,USA,USA
+86-13812345678,+86-13987654321,203.0.113.205,198.51.100.34,2025-08-20 19:19:52,43,inbound,failed,SIP,2.0,False,60,China,China
+86-13987654321,+1-5556667777,203.0.113.76,198.51.100.76,2025-08-20 19:22:32,557,outbound,completed,SIP,4.9,False,74,China,USA
+1-5553334444,+91-7744112233,203.0.113.228,198.51.100.169,2025-08-20 19:23:13,29,outbound,completed,H.323,3.4,True,30,USA,India
+44-7654321098,+86-13812345678,203.0.113.27,198.51.100.64,2025-08-20 19:26:07,201,outbound,dropped,H.323,1.2,False,32,UK,China
+61-423456789,+44-7712345678,203.0.113.229,198.51.100.228,2025-08-20 19:27:39,214,outbound,completed,SIP,4.1,False,51,Australia,UK
+91-9876543210,+91-7744112233,203.0.113.241,198.51.100.129,2025-08-20 19:30:00,556,inbound,completed,SIP,4.7,True,36,India,India
+86-13812345678,+1-5554445555,203.0.113.47,198.51.100.28,2025-08-20 19:32:11,393,inbound,completed,SIP,3.3,False,62,China,USA
+91-9876543210,+1-5559876543,203.0.113.203,198.51.100.7,2025-08-20 19:34:06,120,outbound,dropped,SIP,2.1,True,37,India,USA
+1-5559876543,+86-13812345678,203.0.113.222,198.51.100.252,2025-08-20 19:36:55,107,inbound,completed,SIP,4.3,False,17,USA,China
+1-5551112222,+91-9988776655,203.0.113.174,198.51.100.65,2025-08-20 19:39:09,114,outbound,completed,SIP,3.1,False,24,USA,India
+86-13812345678,+44-7896541230,203.0.113.106,198.51.100.26,2025-08-20 19:41:25,441,outbound,failed,SIP,2.3,False,64,China,UK
+44-7712345678,+86-13812345678,203.0.113.184,198.51.100.24,2025-08-20 19:44:12,45,inbound,completed,SIP,3.3,False,28,UK,China
+91-9988776655,+1-5559876543,203.0.113.153,198.51.100.15,2025-08-20 19:46:44,397,outbound,completed,SIP,3.6,False,20,India,USA
+91-8899552211,+1-5551234567,203.0.113.164,198.51.100.59,2025-08-20 19:47:19,551,outbound,completed,SIP,4.8,False,17,India,USA
+61-423456789,+86-13987654321,203.0.113.225,198.51.100.149,2025-08-20 19:49:17,20,inbound,dropped,SIP,2.2,False,52,Australia,China
+44-7987654321,+86-13812345678,203.0.113.132,198.51.100.208,2025-08-20 19:50:06,155,outbound,completed,SIP,3.8,False,29,UK,China
+61-412345678,+86-13987654321,203.0.113.57,198.51.100.165,2025-08-20 19:52:51,341,outbound,completed,SIP,4.9,False,53,Australia,China
+1-5553334444,+91-8899552211,203.0.113.246,198.51.100.43,2025-08-20 19:53:30,516,outbound,completed,SIP,3.8,True,31,USA,India
+86-13987654321,+91-8123456789,203.0.113.229,198.51.100.222,2025-08-20 19:54:36,238,outbound,completed,SIP,4.4,False,77,China,India
+1-5551234567,+91-8123456789,203.0.113.84,198.51.100.167,2025-08-20 19:55:44,97,inbound,dropped,H.323,2.1,True,41,USA,India
+86-13987654321,+86-13812345678,203.0.113.21,198.51.100.123,2025-08-20 19:57:52,441,outbound,completed,SIP,4.7,False,78,China,China
+1-5551112222,+61-412345678,203.0.113.247,198.51.100.163,2025-08-20 19:59:11,377,inbound,completed,H.323,4.2,False,25,USA,Australia
+1-5553334444,+1-5551234567,203.0.113.193,198.51.100.60,2025-08-20 20:01:35,119,outbound,dropped,IAX2,2.3,True,32,USA,USA
+86-13987654321,+61-412345678,203.0.113.123,198.51.100.7,2025-08-20 20:03:20,339,inbound,completed,SIP,3.3,False,79,China,Australia
+61-423456789,+44-7654321098,203.0.113.85,198.51.100.174,2025-08-20 20:04:19,141,inbound,dropped,SIP,2.1,False,53,Australia,UK
+86-13987654321,+86-13812345678,203.0.113.188,198.51.100.2,2025-08-20 20:06:27,481,inbound,completed,SIP,4.8,False,80,China,China
+61-412345678,+86-13987654321,203.0.113.194,198.51.100.173,2025-08-20 20:08:58,320,inbound,failed,H.323,1.4,False,56,Australia,China
+86-13812345678,+91-9988776655,203.0.113.202,198.51.100.216,2025-08-20 20:10:25,15,inbound,completed,SIP,4.8,False,69,China,India
+91-9876543210,+61-423456789,203.0.113.48,198.51.100.224,2025-08-20 20:12:34,62,outbound,dropped,SIP,2.4,True,38,India,Australia
+61-412345678,+1-5556667777,203.0.113.217,198.51.100.203,2025-08-20 20:13:13,347,outbound,completed,SIP,4.1,False,57,Australia,USA
+91-8123456789,+86-13987654321,203.0.113.121,198.51.100.117,2025-08-20 20:13:52,23,inbound,completed,SIP,4.7,False,15,India,China
+1-5554445555,+91-9876543210,203.0.113.77,198.51.100.214,2025-08-20 20:15:39,323,inbound,completed,SIP,3.0,False,27,USA,India
+86-13812345678,+91-8123456789,203.0.113.223,198.51.100.4,2025-08-20 20:17:51,369,outbound,completed,SIP,4.1,False,70,China,India
+86-13987654321,+1-5551112222,203.0.113.104,198.51.100.186,2025-08-20 20:19:07,137,inbound,completed,SIP,4.8,False,83,China,USA
+61-423456789,+1-5551112222,203.0.113.13,198.51.100.9,2025-08-20 20:21:56,388,outbound,failed,SIP,1.4,False,55,Australia,USA
+44-7712345678,+61-412345678,203.0.113.1,198.51.100.97,2025-08-20 20:24:07,182,inbound,completed,SIP,4.0,False,29,UK,Australia
+91-9765432109,+91-8123456789,203.0.113.191,198.51.100.239,2025-08-20 20:26:17,235,outbound,completed,SIP,4.6,False,19,India,India
+61-423456789,+86-13812345678,203.0.113.38,198.51.100.9,2025-08-20 20:26:50,176,inbound,completed,SIP,5.0,False,56,Australia,China
+1-5553334444,+1-5559876543,203.0.113.36,198.51.100.83,2025-08-20 20:29:13,273,inbound,dropped,H.323,2.1,True,33,USA,USA
+61-423456789,+61-412345678,203.0.113.110,198.51.100.35,2025-08-20 20:32:07,397,inbound,completed,SIP,4.3,False,57,Australia,Australia
+91-8899552211,+1-5553334444,203.0.113.60,198.51.100.125,2025-08-20 20:34:38,435,inbound,completed,SIP,3.1,False,19,India,USA
+61-423456789,+61-412345678,203.0.113.229,198.51.100.33,2025-08-20 20:37:04,31,inbound,completed,SIP,3.1,False,58,Australia,Australia
+86-13987654321,+44-7712345678,203.0.113.102,198.51.100.177,2025-08-20 20:39:51,410,inbound,completed,SIP,4.5,False,84,China,UK
+86-13987654321,+86-13812345678,203.0.113.5,198.51.100.8,2025-08-20 20:42:42,132,outbound,completed,SIP,3.9,False,85,China,China
+86-13812345678,+86-13987654321,203.0.113.236,198.51.100.160,2025-08-20 20:43:55,599,outbound,completed,SIP,3.3,False,73,China,China
+44-7712345678,+91-7744112233,203.0.113.39,198.51.100.112,2025-08-20 20:44:54,390,inbound,completed,SIP,5.0,False,31,UK,India
+86-13812345678,+61-423456789,203.0.113.133,198.51.100.5,2025-08-20 20:47:42,135,outbound,completed,SIP,4.0,False,74,China,Australia
+1-5551234567,+91-9123456789,203.0.113.95,198.51.100.206,2025-08-20 20:49:05,129,outbound,dropped,SIP,1.5,True,43,USA,India
+91-8899552211,+61-412345678,203.0.113.141,198.51.100.221,2025-08-20 20:50:48,572,outbound,completed,SIP,4.1,False,20,India,Australia
+86-13812345678,+44-7896541230,203.0.113.175,198.51.100.244,2025-08-20 20:51:44,560,outbound,completed,SIP,4.3,False,75,China,UK
+1-5551112222,+61-423456789,203.0.113.243,198.51.100.141,2025-08-20 20:52:19,187,inbound,completed,SIP,3.6,False,28,USA,Australia
+91-9123456789,+86-13987654321,203.0.113.238,198.51.100.66,2025-08-20 20:54:30,222,outbound,completed,H.323,5.0,False,17,India,China
+61-423456789,+61-412345678,203.0.113.217,198.51.100.48,2025-08-20 20:56:51,375,outbound,completed,SIP,4.3,False,61,Australia,Australia
+91-8123456789,+44-7896541230,203.0.113.193,198.51.100.127,2025-08-20 20:59:44,405,inbound,failed,SIP,1.4,False,18,India,UK
+61-423456789,+1-5553334444,203.0.113.68,198.51.100.15,2025-08-20 21:00:34,135,outbound,completed,IAX2,4.9,False,62,Australia,USA
+1-5551234567,+44-7712345678,203.0.113.31,198.51.100.19,2025-08-20 21:03:33,298,outbound,dropped,SIP,1.9,True,44,USA,UK
+61-412345678,+1-5553334444,203.0.113.156,198.51.100.214,2025-08-20 21:06:09,350,outbound,completed,SIP,4.1,False,63,Australia,USA
+86-13812345678,+1-5559876543,203.0.113.74,198.51.100.208,2025-08-20 21:08:17,490,inbound,completed,SIP,3.2,False,76,China,USA
+91-9876543210,+91-9012345678,203.0.113.112,198.51.100.202,2025-08-20 21:10:40,21,outbound,failed,SIP,1.5,True,40,India,India
